name	n_tested	n_mwu_sig	n_fisher_sig	mean_delta	mean_abs_delta	frac_mwu_sig	frac_fisher_sig	pip	stratum	nearest_gene	neglogp
chr15:25738723	449	14	181	0.0021893095768374	0.0436770601336303	0.0311804008908685	0.4031180400890868	0.027062774	PIP<0.1	RNA5SP390	12.077193441580466
chr15:25974882	448	32	134	0.0017946428571428	0.0430892857142857	0.0714285714285714	0.2991071428571428	0.6388384	PIP_0.5-0.9	ENSG00000212604	11.367826741006173
chr15:26617002	445	9	123	0.0001999999999999	0.0538089887640449	0.0202247191011235	0.2764044943820224	0.21576333	PIP_0.1-0.5	ENSG00000235518	19.500931269794822
chr15:26655449	450	9	144	-0.0025266666666666	0.0448466666666666	0.02	0.32	0.9999111	PIP>0.9	ENSG00000235518	27.10926541951685
chr15:26754572	445	13	124	-0.0028921348314606	0.0482134831460674	0.0292134831460674	0.2786516853932584	1.0	PIP>0.9	ENSG00000242793	27.59121756088497
chr15:28683704	448	71	91	-0.0035245535714285	0.0227477678571428	0.1584821428571428	0.203125	0.8251796	PIP_0.5-0.9	HERC2P9	10.540577078104686
chr15:29290537	447	31	171	0.0021476510067114	0.0479373601789709	0.0693512304250559	0.3825503355704698	0.6448239	PIP_0.5-0.9	NSMCE3	11.840470853923222
chr15:29388302	446	15	124	-0.0016905829596412	0.0375784753363228	0.0336322869955156	0.2780269058295964	0.99135417	PIP>0.9	ENSG00000259690	22.420517437989133
chr15:31585467	439	7	114	0.0046628701594533	0.0420478359908883	0.0159453302961275	0.2596810933940774	1.0	PIP>0.9	ENSG00000259696	22.41503786253913
chr15:31644368	443	7	122	-0.0010338600451467	0.0427629796839729	0.0158013544018058	0.2753950338600451	0.5	PIP_0.5-0.9	DEPDC1P1	10.591279650709328
chr15:34751111	449	119	224	0.0050779510022271	0.0384365256124721	0.2650334075723831	0.4988864142538975	0.9350433	PIP>0.9	GJD2-DT	14.077983210269474
chr15:34851939	439	41	46	-0.0001093394077448	0.0238906605922551	0.0933940774487471	0.1047835990888382	0.77257454	PIP_0.5-0.9	TUBAP11	10.433311982587782
chr15:35785417	442	0	80	-0.0021334841628959	0.0588484162895927	0.0	0.1809954751131221	0.15492761	PIP_0.1-0.5	ENSG00000259217	12.31415908938282
chr15:36929932	448	11	87	0.0003147321428571	0.0384709821428571	0.0245535714285714	0.1941964285714285	0.99999285	PIP>0.9	MIR8063	13.457561633613867
chr15:37209283	439	5	104	-0.0039020501138952	0.0487949886104783	0.0113895216400911	0.2369020501138952	0.33325833	PIP_0.1-0.5	Metazoa_SRP	15.631734684908352
chr15:39707739	441	5	96	-0.0008049886621315	0.046718820861678	0.0113378684807256	0.2176870748299319	0.025923193	PIP<0.1	ENSG00000261136	30.37104573221348
chr15:39958584	437	43	111	-0.0023867276887871	0.0271098398169336	0.0983981693363844	0.2540045766590389	0.12646842	PIP_0.1-0.5	H3P38	14.324816257699016
chr15:41219154	441	11	94	0.0041201814058956	0.0289274376417233	0.0249433106575963	0.2131519274376417	0.0093871355	PIP<0.1	EXD1	29.952091992183863
chr15:46262041	438	14	124	-0.0002351598173515	0.0508196347031963	0.0319634703196347	0.2831050228310502	0.74917203	PIP_0.5-0.9	ENSG00000287020	34.74717300234135
chr15:46553604	448	1	60	0.001921875	0.0464129464285714	0.0022321428571428	0.1339285714285714	1.0	PIP>0.9	RNU6-1014P	15.54364957724023
chr15:47045492	427	9	99	0.0037494145199063	0.0620070257611241	0.0210772833723653	0.2318501170960187	0.05522871	PIP<0.1	ENSG00000284540	27.854738317592503
chr15:47411372	447	3	94	-0.001565995525727	0.0524697986577181	0.0067114093959731	0.2102908277404921	0.1236645	PIP_0.1-0.5	ENSG00000259360	14.042244448027184
chr15:47788635	445	34	145	-0.0025303370786516	0.048629213483146	0.0764044943820224	0.3258426966292135	0.97870475	PIP>0.9	ENSG00000259754	10.691988731939988
chr15:49101053	442	79	100	0.0007126696832579	0.0170158371040724	0.1787330316742081	0.2262443438914027	0.40910673	PIP_0.1-0.5	ENSG00000259656	11.650464609804724
chr15:50078334	445	14	97	-0.0001078651685393	0.040714606741573	0.0314606741573033	0.2179775280898876	0.49926722	PIP_0.1-0.5	RNA5SP394	22.23262564776685
chr15:50678137	442	59	101	0.0010497737556561	0.0205746606334841	0.1334841628959276	0.2285067873303167	0.10294706	PIP_0.1-0.5	TRPM7	34.84948531293538
chr15:51820722	433	18	101	-0.0017367205542725	0.0378799076212471	0.0415704387990762	0.2332563510392609	0.017621696	PIP<0.1	TMOD3	37.60590124966707
chr15:52196588	434	72	120	0.0019608294930875	0.0242695852534562	0.1658986175115207	0.2764976958525346	0.5643639	PIP_0.5-0.9	GNB5	19.30296639495901
chr15:53207527	441	5	81	0.0047709750566893	0.0456326530612244	0.0113378684807256	0.1836734693877551	0.2827819	PIP_0.1-0.5	LINC02490	13.129709001254302
chr15:53418427	449	5	93	-0.0007082405345211	0.0494387527839643	0.0111358574610244	0.2071269487750557	0.16139412	PIP_0.1-0.5	ENSG00000287596	10.19621319000312
chr15:53589340	435	21	128	-0.0030551724137931	0.0593494252873563	0.0482758620689655	0.2942528735632184	0.03310436	PIP<0.1	RNU2-53P	13.778325979913983
chr15:53912726	444	15	104	-0.0043738738738738	0.0472882882882882	0.0337837837837837	0.2342342342342342	0.99990124	PIP>0.9	ENSG00000280362	50.33618218010547
chr15:54716008	437	4	104	-0.001720823798627	0.0494691075514874	0.0091533180778032	0.2379862700228833	0.0058814883	PIP<0.1	ENSG00000260937	19.92866185979234
chr15:54773252	435	3	73	-0.0002459770114942	0.0462367816091954	0.0068965517241379	0.167816091954023	0.016723752	PIP<0.1	ENSG00000260937	20.36652335768815
chr15:55440333	440	43	121	0.0020454545454545	0.0284954545454545	0.0977272727272727	0.275	0.55691004	PIP_0.5-0.9	ENSG00000260036	12.114541341658423
chr15:56033129	449	10	108	0.0025322939866369	0.0497260579064588	0.0222717149220489	0.2405345211581291	0.1316778	PIP_0.1-0.5	RN7SL568P	35.57607547454446
chr15:56960580	437	53	92	-0.0003958810068649	0.0193478260869565	0.1212814645308924	0.2105263157894736	0.009233415	PIP<0.1	HNRNPA3P11	13.846740354601993
chr15:57663116	444	21	86	0.0002252252252252	0.0467207207207207	0.0472972972972973	0.1936936936936936	0.3006097	PIP_0.1-0.5	POLR2M	37.54840988718173
chr15:58268836	449	8	95	0.0031447661469933	0.0427438752783964	0.0178173719376391	0.2115812917594654	0.46466452	PIP_0.1-0.5	ENSG00000240934	19.398278055515675
chr15:60885361	449	27	149	0.0012249443207126	0.0375278396436525	0.0601336302895322	0.33184855233853	0.5412818	PIP_0.5-0.9	ENSG00000273792	13.194848417308432
chr15:62053075	428	52	88	-0.0001401869158878	0.0170467289719626	0.1214953271028037	0.205607476635514	0.1424638	PIP_0.1-0.5	VPS13C	29.326186992899032
chr15:62475916	444	6	110	0.002099099099099	0.0367792792792792	0.0135135135135135	0.2477477477477477	0.99998045	PIP>0.9	TLN2	13.391127028925103
chr15:63330327	442	10	120	0.0015927601809954	0.0314615384615384	0.0226244343891402	0.2714932126696832	0.960122	PIP>0.9	CA12	15.048683444581693
chr15:67090995	441	8	169	-0.0009160997732426	0.0415646258503401	0.0181405895691609	0.3832199546485261	0.113563836	PIP_0.1-0.5	ENSG00000259347	21.29631932370533
chr15:67267876	428	12	107	-0.0032172897196261	0.0495116822429906	0.02803738317757	0.25	0.09801614	PIP<0.1	AAGAB	24.976615982807974
chr15:67845614	437	25	95	0.0040961098398169	0.0438352402745995	0.05720823798627	0.217391304347826	0.7492436	PIP_0.5-0.9	RNU6-1	19.53214687286111
chr15:69834032	449	16	135	-0.0020534521158129	0.0413986636971046	0.0356347438752783	0.3006681514476614	0.897418	PIP_0.5-0.9	ENSG00000259309	14.914258001252476
chr15:72628335	429	15	97	-0.0009207459207459	0.0375314685314685	0.0349650349650349	0.2261072261072261	0.99999964	PIP>0.9	LINC02259	16.559998023042358
chr15:74943544	437	36	120	-0.0007528604118993	0.0236086956521739	0.0823798627002288	0.2745995423340961	0.810762	PIP_0.5-0.9	COX5A	19.70878442450294
chr15:75963193	427	23	116	-0.0003793911007025	0.0277470725995316	0.0538641686182669	0.2716627634660422	0.66531914	PIP_0.5-0.9	ENSG00000260685	15.63150440786819
chr15:77932384	451	10	149	0.0014345898004434	0.0416252771618625	0.0221729490022172	0.3303769401330377	0.5288172	PIP_0.5-0.9	ENSG00000290665	25.492847436258398
chr15:80653785	439	1	74	-0.0015580865603644	0.0517722095671981	0.0022779043280182	0.1685649202733485	0.10145569	PIP_0.1-0.5	RNU6-380P	16.71485547486113
chr15:80882987	447	9	126	-0.0004988814317673	0.0410581655480984	0.0201342281879194	0.2818791946308724	0.9988435	PIP>0.9	ENSG00000259649	10.979173803940634
chr15:85002125	443	21	125	0.0024266365688487	0.0446207674943566	0.0474040632054176	0.2821670428893905	0.30893314	PIP_0.1-0.5	PDE8A	20.994313752575923
chr15:85813945	446	49	137	0.0009596412556053	0.0281704035874439	0.1098654708520179	0.3071748878923767	0.589039	PIP_0.5-0.9	RNU6-231P	19.575902599402305
chr15:86594702	445	5	78	-0.001705617977528	0.0576876404494382	0.0112359550561797	0.1752808988764045	0.076889694	PIP<0.1	ENSG00000259734	12.100935066334689
chr15:86923380	448	8	122	0.0016875	0.0426160714285714	0.0178571428571428	0.2723214285714285	0.02123338	PIP<0.1	ENSG00000259636	10.671960897274012
chr15:87301217	434	5	62	-0.0044470046082949	0.0524700460829493	0.0115207373271889	0.1428571428571428	0.029521346	PIP<0.1	RNU6-185P	13.033204400879738
chr15:87891838	438	6	88	0.0013995433789954	0.0499748858447488	0.0136986301369863	0.2009132420091324	0.97652113	PIP>0.9	ENSG00000259560	36.025533474871054
chr15:88057610	446	22	122	0.0013385650224215	0.0457017937219731	0.0493273542600896	0.273542600896861	0.9827192	PIP>0.9	MED28P6	10.43051737712021
chr15:88709534	440	6	114	-0.0004704545454545	0.0387931818181818	0.0136363636363636	0.2590909090909091	0.033599555	PIP<0.1	ISG20	10.66780386820866
chr15:89889347	445	94	241	0.0013775280898876	0.0660157303370786	0.2112359550561797	0.5415730337078651	0.593881	PIP_0.5-0.9	AP3S2	14.652179396720763
chr15:91247007	443	1	92	-0.0022279909706546	0.0410857787810383	0.0022573363431151	0.2076749435665914	0.48938417	PIP_0.1-0.5	ENSG00000285883	10.21459281259313
chr15:91258627	443	7	114	-0.0040451467268623	0.0425914221218961	0.0158013544018058	0.2573363431151241	0.5009112	PIP_0.5-0.9	ENSG00000285883	11.384542852820738
chr15:92102074	445	32	136	0.0012314606741573	0.0338471910112359	0.0719101123595505	0.3056179775280899	0.5086985	PIP_0.5-0.9	ENSG00000258761	14.81956871661703
chr15:92316851	448	11	123	0.0006629464285714	0.0438504464285714	0.0245535714285714	0.2745535714285714	1.0	PIP>0.9	ENSG00000260661	41.890030435174296
chr15:92571241	446	10	113	-0.0021681614349775	0.0423385650224215	0.0224215246636771	0.2533632286995516	0.6276232	PIP_0.5-0.9	LINC00930	49.53243633552532
chr15:93164750	446	27	126	0.0005201793721973	0.0398340807174888	0.0605381165919282	0.2825112107623318	0.6999995	PIP_0.5-0.9	ENSG00000285663	11.128174627739794
chr15:93470849	445	35	154	-0.0023573033707865	0.0323258426966292	0.0786516853932584	0.346067415730337	0.99999976	PIP>0.9	SEPHS1P2	25.69347294071973
chr15:95195435	435	27	125	-0.0023103448275862	0.0461540229885057	0.0620689655172413	0.2873563218390804	0.011713505	PIP<0.1	ENSG00000258773	20.683128148375065
chr15:95215068	439	4	66	0.000132118451025	0.0577357630979498	0.0091116173120728	0.1503416856492027	0.121540904	PIP_0.1-0.5	ENSG00000258773	39.24258732917162
chr15:97013850	439	2	63	0.0009703872437357	0.0545148063781321	0.0045558086560364	0.143507972665148	0.05155909	PIP<0.1	RN7SKP181	10.497993501649558
chr15:98137117	447	8	118	-0.0017964205816554	0.0517829977628635	0.017897091722595	0.2639821029082774	0.16723657	PIP_0.1-0.5	ENSG00000259320	10.693196067081823
chr15:98171220	443	9	130	5.643340857787825e-05	0.0508194130925507	0.0203160270880361	0.2934537246049661	1.0	PIP>0.9	ENSG00000259320	43.15920718453864
chr15:98470243	438	3	86	-9.58904109589044e-05	0.0444748858447488	0.0068493150684931	0.1963470319634703	0.10856676	PIP_0.1-0.5	ENSG00000259507	12.365202286437835
chr15:98481179	438	11	100	0.0007031963470319	0.0435616438356164	0.0251141552511415	0.228310502283105	0.21447396	PIP_0.1-0.5	ENSG00000259507	14.114217686216064
chr15:98497802	438	12	80	-0.0064406392694063	0.0637009132420091	0.0273972602739726	0.182648401826484	0.6520271	PIP_0.5-0.9	ENSG00000259507	21.517498452787983
chr16:1083797	447	60	163	-0.0017091722595078	0.0351185682326621	0.1342281879194631	0.3646532438478747	0.7925551	PIP_0.5-0.9	SSTR5-AS1	34.44813760670316
chr16:1260545	413	58	193	-0.0041743341404358	0.0464309927360774	0.1404358353510895	0.4673123486682808	0.4804989	PIP_0.1-0.5	ENSG00000290756	13.92850340606167
chr16:12681551	448	81	189	0.0014441964285714	0.0348861607142857	0.1808035714285714	0.421875	0.99731183	PIP>0.9	MIR4718	13.0709798662328
chr16:12958836	447	10	139	-0.0028008948545861	0.0471096196868009	0.0223713646532438	0.3109619686800894	0.96994	PIP>0.9	SHISA9	17.502346721902676
chr16:13371756	442	52	165	-0.0061470588235294	0.0540610859728506	0.1176470588235294	0.3733031674208145	0.8100236	PIP_0.5-0.9	ENSG00000262011	49.63514184639616
chr16:14583976	433	32	77	-0.0001524249422632	0.0286466512702078	0.0739030023094688	0.1778290993071593	0.08719969	PIP<0.1	ENSG00000263257	10.188729573732688
chr16:16173069	444	31	132	-0.002572072072072	0.0353918918918918	0.0698198198198198	0.2972972972972973	1.0	PIP>0.9	ENSG00000262332	20.587575162238917
chr16:16559735	426	7	115	0.0020305164319248	0.0457300469483568	0.0164319248826291	0.2699530516431925	0.08820534	PIP<0.1	ENSG00000261362	33.58725552655682
chr16:16755960	440	3	73	0.0023840909090909	0.059365909090909	0.0068181818181818	0.1659090909090909	0.68500763	PIP_0.5-0.9	ENSG00000279729	11.131509980523164
chr16:18231030	440	5	116	-0.002565909090909	0.0458613636363636	0.0113636363636363	0.2636363636363636	0.15328991	PIP_0.1-0.5	ENSG00000278994	38.155280895107126
chr16:19440036	442	18	88	-0.001366515837104	0.0413574660633484	0.0407239819004524	0.1990950226244343	0.9999998	PIP>0.9	ENSG00000260681	19.100879638597483
chr16:20158148	441	21	130	-0.0049591836734693	0.0435396825396825	0.0476190476190476	0.2947845804988662	0.052034974	PIP<0.1	ENSG00000277211	14.58787834064613
chr16:21760586	441	4	119	-0.0013809523809523	0.0392947845804988	0.0090702947845804	0.2698412698412698	0.0037864447	PIP<0.1	OTOAP1	10.154129516787156
chr16:22897008	440	6	106	-0.0016727272727272	0.0433454545454545	0.0136363636363636	0.2409090909090909	0.9955832	PIP>0.9	HS3ST2	29.24243681562868
chr16:23560512	427	55	119	0.0004777517564402	0.0249227166276346	0.1288056206088993	0.2786885245901639	0.011701286	PIP<0.1	CCNYL7	23.399247010629683
chr16:23760874	434	24	130	0.0013456221198156	0.0321751152073732	0.0552995391705069	0.2995391705069124	0.10887623	PIP_0.1-0.5	ENSG00000279756	12.564629130898034
chr16:23926626	436	81	147	-0.0014128440366972	0.0237798165137614	0.1857798165137614	0.3371559633027522	0.26397645	PIP_0.1-0.5	ENSG00000279276	11.35745240415288
chr16:25301600	433	28	143	0.000824480369515	0.0583302540415704	0.0646651270207852	0.3302540415704388	0.40962934	PIP_0.1-0.5	ZKSCAN2-DT	26.41322209358142
chr16:25922360	440	6	106	0.0009022727272727	0.042765909090909	0.0136363636363636	0.2409090909090909	0.2817914	PIP_0.1-0.5	ENSG00000260255	14.767062574785676
chr16:26513356	444	5	109	0.0039797297297297	0.035831081081081	0.0112612612612612	0.2454954954954954	1.0	PIP>0.9	ENSG00000286712	36.62120653512031
chr16:26926649	450	5	102	0.0033755555555555	0.0333088888888888	0.0111111111111111	0.2266666666666666	0.37032026	PIP_0.1-0.5	C16orf82	15.78284856898008
chr16:28115190	424	74	114	0.0006745283018867	0.0202641509433962	0.1745283018867924	0.2688679245283019	0.015036702	PIP<0.1	ENSG00000200652	49.09040283801586
chr16:2859808	448	29	150	-0.0002633928571428	0.0378080357142857	0.0647321428571428	0.3348214285714285	0.5337005	PIP_0.5-0.9	ENSG00000263325	24.71097770985456
chr16:2941402	445	63	192	0.0025460674157303	0.0292651685393258	0.1415730337078651	0.4314606741573034	0.05163282	PIP<0.1	ENSG00000262482	44.05464412175517
chr16:30402278	426	33	103	-0.000894366197183	0.0248802816901408	0.0774647887323943	0.2417840375586854	0.7359861	PIP_0.5-0.9	ENSG00000280137	14.795288864432884
chr16:31055071	426	96	123	0.0011948356807511	0.0197347417840375	0.2253521126760563	0.2887323943661972	0.06603944	PIP<0.1	ENSG00000260911	28.38727803128068
chr16:34666059	447	74	201	0.0010268456375838	0.0328791946308724	0.1655480984340044	0.4496644295302013	0.91986096	PIP>0.9	ENSG00000286968	29.07390166110173
chr16:387821	450	88	184	0.0027444444444444	0.0226866666666666	0.1955555555555555	0.4088888888888889	0.99531144	PIP>0.9	PGAP6	26.352876119502163
chr16:4209324	447	22	126	0.0034787472035794	0.0344988814317673	0.0492170022371364	0.2818791946308724	0.89226085	PIP_0.5-0.9	ENSG00000263105	20.23553090007652
chr16:4225444	448	19	136	-0.0004174107142857	0.0303236607142857	0.0424107142857142	0.3035714285714285	0.99999994	PIP>0.9	SRL	35.498780756767125
chr16:4764157	449	13	220	-0.0013385300668151	0.0224877505567928	0.0289532293986636	0.4899777282850779	0.58613974	PIP_0.5-0.9	ZNF500	11.471014467008896
chr16:47790428	428	0	43	-0.0044766355140186	0.0626308411214953	0.0	0.1004672897196261	0.015709877	PIP<0.1	ENSG00000260497	28.479003128886944
chr16:49735346	445	12	109	-0.0040112359550561	0.0339887640449438	0.0269662921348314	0.2449438202247191	0.32097214	PIP_0.1-0.5	ENSG00000280131	17.474010864252758
chr16:52065258	437	2	55	0.0070526315789473	0.0437574370709382	0.0045766590389016	0.125858123569794	0.6095407	PIP_0.5-0.9	LINC02180	10.111320706697716
chr16:5240442	447	27	165	-8.72483221476508e-05	0.0403914988814317	0.0604026845637583	0.3691275167785235	0.7783388	PIP_0.5-0.9	RBFOX1	11.839605671311586
chr16:53044447	445	8	89	-0.0001752808988764	0.0436	0.0179775280898876	0.2	0.99987906	PIP>0.9	CHD9NB	10.405362711276371
chr16:5326312	442	9	132	-0.0013099547511312	0.040156108597285	0.0203619909502262	0.2986425339366516	0.99928045	PIP>0.9	NPM1P3	16.904691003671083
chr16:53447226	433	87	200	0.0001039260969976	0.036635103926097	0.2009237875288683	0.4618937644341801	0.01305908	PIP<0.1	AKTIP	12.066287311480115
chr16:5527837	445	37	170	-0.0044134831460674	0.048791011235955	0.0831460674157303	0.3820224719101123	0.05396247	PIP<0.1	LINC01570	11.198388609898863
chr16:55703094	442	4	128	4.298642533936637e-05	0.0475678733031674	0.0090497737556561	0.2895927601809955	0.57442325	PIP_0.5-0.9	ENSG00000278928	19.59289694574508
chr16:56329443	445	16	132	0.0020629213483146	0.0348943820224719	0.0359550561797752	0.2966292134831461	0.998097	PIP>0.9	ENSG00000272372	16.61181640905409
chr16:56869338	450	118	298	0.0100444444444444	0.0744755555555555	0.2622222222222222	0.6622222222222223	1.0	PIP>0.9	SLC12A3	38.22539749496055
chr16:56951103	450	9	108	0.0002155555555555	0.0267133333333333	0.02	0.24	0.79995114	PIP_0.5-0.9	CETP	46.698257898102725
chr16:57083995	449	6	119	-0.0006837416481069	0.0311514476614699	0.0133630289532293	0.2650334075723831	0.9999992	PIP>0.9	CPNE2-DT	41.65340800075632
chr16:58295869	431	25	99	-0.0024686774941995	0.0371972157772621	0.0580046403712296	0.2296983758700696	0.23164922	PIP_0.1-0.5	GINS3	42.61253123330277
chr16:58641789	439	23	107	-0.0006173120728929	0.0286810933940774	0.0523917995444191	0.2437357630979499	0.33330506	PIP_0.1-0.5	CNOT1	36.090164316990666
chr16:58963152	447	45	165	0.0042214765100671	0.0671387024608501	0.1006711409395973	0.3691275167785235	0.9874992	PIP>0.9	Metazoa_SRP	14.854741696309048
chr16:5947303	448	14	130	0.0042165178571428	0.0412075892857142	0.03125	0.2901785714285714	0.9995093	PIP>0.9	ENSG00000280000	14.519811674772544
chr16:62173136	435	4	80	0.0064597701149425	0.0540781609195402	0.0091954022988505	0.1839080459770115	0.23908031	PIP_0.1-0.5	RNU6-21P	18.283299945907547
chr16:63091735	437	10	117	-0.0013089244851258	0.0546681922196796	0.022883295194508	0.2677345537757437	0.10564315	PIP_0.1-0.5	ENSG00000269986	12.862106640049252
chr16:63439596	437	13	104	0.001766590389016	0.0491304347826086	0.0297482837528604	0.2379862700228833	0.1953196	PIP_0.1-0.5	ENSG00000279225	10.608836723976877
chr16:63557887	439	0	52	-0.0049635535307517	0.0510774487471526	0.0	0.1184510250569476	0.7526288	PIP_0.5-0.9	ENSG00000260658	36.62798636458104
chr16:63877530	432	6	101	-0.0014351851851851	0.0557916666666666	0.0138888888888888	0.2337962962962963	0.9941661	PIP>0.9	ENSG00000261653	15.859940716589964
chr16:66693290	433	75	209	0.0033856812933025	0.0259953810623556	0.1732101616628175	0.4826789838337182	0.9966622	PIP>0.9	CMTM4	12.276071874111064
chr16:68468986	434	6	113	0.0039032258064516	0.0320967741935483	0.0138248847926267	0.26036866359447	0.32298195	PIP_0.1-0.5	RPL35AP33	14.241922304013492
chr16:68686146	434	26	129	0.0011428571428571	0.0293824884792626	0.0599078341013824	0.2972350230414746	0.056461036	PIP<0.1	HSPE1P5	22.11501391843059
chr16:6869482	446	34	145	0.0003206278026905	0.0498811659192825	0.0762331838565022	0.3251121076233184	0.9996326	PIP>0.9	RNU6-457P	34.883386704127304
chr16:68825753	440	20	113	0.0028931818181818	0.0373295454545454	0.0454545454545454	0.2568181818181818	0.96708316	PIP>0.9	ENSG00000260798	26.554341540361637
chr16:68856193	431	55	103	-0.0036264501160092	0.0227401392111368	0.1276102088167053	0.2389791183294663	0.20705843	PIP_0.1-0.5	TANGO6	29.57294040599921
chr16:69441849	440	32	181	-0.000140909090909	0.0465545454545454	0.0727272727272727	0.4113636363636364	0.06420654	PIP<0.1	ENSG00000261527	15.089989708937807
chr16:70209476	439	80	99	0.0009589977220956	0.0170273348519362	0.1822323462414578	0.2255125284738041	0.036484003	PIP<0.1	ST3GAL2	14.438234389588589
chr16:7053894	446	22	154	0.0025784753363228	0.0479058295964125	0.0493273542600896	0.3452914798206278	0.17732263	PIP_0.1-0.5	ENSG00000289107	17.851192065372874
chr16:70580080	438	25	100	0.0016095890410958	0.0251027397260274	0.0570776255707762	0.228310502283105	0.8574031	PIP_0.5-0.9	IL34	22.41748336220748
chr16:70841043	439	6	94	0.002127562642369	0.0448564920273348	0.0136674259681093	0.214123006833713	0.7583913	PIP_0.5-0.9	VAC14	19.34180128221985
chr16:73362471	444	6	106	-0.0016576576576576	0.0368558558558558	0.0135135135135135	0.2387387387387387	0.8495238	PIP_0.5-0.9	LINC01568	20.85280531648028
chr16:7375719	445	9	111	0.0018606741573033	0.0436629213483146	0.0202247191011235	0.249438202247191	0.18051374	PIP_0.1-0.5	ENSG00000283584	15.432707713386844
chr16:7405944	447	6	135	-0.0055816554809843	0.0409910514541387	0.0134228187919463	0.3020134228187919	0.99857146	PIP>0.9	ENSG00000283584	17.69678200140746
chr16:74393621	434	20	163	-0.0017465437788018	0.0306313364055299	0.0460829493087557	0.3755760368663594	0.66150457	PIP_0.5-0.9	ENSG00000276822	25.49575849432167
chr16:75219072	440	41	154	0.002125	0.0521113636363636	0.0931818181818181	0.35	0.9982772	PIP>0.9	CTRB1	33.0929556096893
chr16:76009282	449	2	61	-0.0024454342984409	0.0458396436525612	0.0044543429844097	0.1358574610244989	0.023404658	PIP<0.1	ENSG00000260223	14.262359434426692
chr16:76458006	436	8	117	-0.0013990825688073	0.0392201834862385	0.018348623853211	0.268348623853211	0.51920795	PIP_0.5-0.9	SNORD33	15.386339158691616
chr16:76515177	443	24	158	-0.0004040632054176	0.0596546275395033	0.0541760722347629	0.3566591422121896	0.999651	PIP>0.9	SNORD33	28.148618299022303
chr16:77661853	443	4	88	0.0025575620767494	0.0356230248306997	0.0090293453724604	0.1986455981941309	0.99999994	PIP>0.9	ENSG00000278862	48.163750089638754
chr16:78059174	444	16	130	0.0012995495495495	0.0335923423423423	0.036036036036036	0.2927927927927928	0.89385456	PIP_0.5-0.9	ENSG00000261540	18.01003104953615
chr16:78274500	445	67	157	0.003505617977528	0.038552808988764	0.1505617977528089	0.3528089887640449	1.0	PIP>0.9	ENSG00000287106	33.46673280475928
chr16:7827678	445	11	128	0.0006943820224719	0.0496426966292134	0.0247191011235955	0.2876404494382023	0.8437338	PIP_0.5-0.9	ENSG00000252138	15.926961509419655
chr16:78568934	446	30	160	0.0019439461883408	0.0482937219730941	0.0672645739910313	0.358744394618834	0.9299476	PIP>0.9	ENSG00000279129	17.32527965325397
chr16:78798552	444	29	113	0.0009189189189189	0.0392117117117117	0.0653153153153153	0.2545045045045045	0.91447884	PIP>0.9	ENSG00000286894	19.09492138336449
chr16:78977564	447	21	146	0.0025369127516778	0.038979865771812	0.046979865771812	0.3266219239373601	0.9904095	PIP>0.9	ENSG00000279732	10.648869374181483
chr16:79326554	445	15	174	-0.0003573033707865	0.0543573033707865	0.0337078651685393	0.3910112359550561	0.9802054	PIP>0.9	RNA5SP431	24.505108656762705
chr16:79948852	442	5	90	-0.0028438914027149	0.0533868778280543	0.0113122171945701	0.2036199095022624	0.013044715	PIP<0.1	ENSG00000260237	12.253984259018203
chr16:80326197	448	9	124	0.002328125	0.0519129464285714	0.0200892857142857	0.2767857142857143	0.21141994	PIP_0.1-0.5	ENSG00000261376	14.461316269375928
chr16:80732287	440	47	152	0.0003227272727272	0.0610590909090909	0.1068181818181818	0.3454545454545454	1.0	PIP>0.9	ENSG00000260594	33.157865254214954
chr16:81242660	447	49	181	-0.0008434004474272	0.0388926174496644	0.1096196868008948	0.4049217002237136	0.007125199	PIP<0.1	BCO1	12.94831373208136
chr16:81822567	449	5	170	-0.0034610244988864	0.0367839643652561	0.0111358574610244	0.3786191536748329	0.99841815	PIP>0.9	PLCG2	14.822215871110462
chr16:83585254	449	11	143	0.0011893095768374	0.0359020044543429	0.0244988864142538	0.3184855233853007	0.9999987	PIP>0.9	MIR3182	24.790613778796263
chr16:83609597	448	9	94	0.0005848214285714	0.0492767857142857	0.0200892857142857	0.2098214285714285	0.9955959	PIP>0.9	ENSG00000261103	11.242215382547933
chr16:83712998	443	19	124	0.001706546275395	0.040785553047404	0.0428893905191873	0.2799097065462754	0.75208586	PIP_0.5-0.9	ENSG00000288554	23.637806601068387
chr16:8395111	444	7	116	0.0053378378378378	0.0402117117117117	0.0157657657657657	0.2612612612612612	0.19737786	PIP_0.1-0.5	ENSG00000259819	17.334014403427492
chr16:85534966	450	34	179	-0.0007422222222222	0.0333733333333333	0.0755555555555555	0.3977777777777778	1.0	PIP>0.9	ENSG00000270124	25.047411409811
chr16:86060020	449	22	146	-0.0009732739420935	0.0320066815144766	0.0489977728285077	0.3251670378619153	0.9978283	PIP>0.9	ENSG00000279604	10.36628144421761
chr16:86851452	445	6	102	0.0003101123595505	0.0341617977528089	0.0134831460674157	0.2292134831460674	0.99622643	PIP>0.9	ENSG00000287161	38.95985676095504
chr16:87873276	447	31	190	0.001248322147651	0.0326532438478747	0.0693512304250559	0.4250559284116331	0.32437867	PIP_0.1-0.5	SLC7A5	18.60447559565113
